group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,geo_rasterize,16,,,47937770.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48666369.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48085770.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,47987653.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,52318308.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48735119.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49248303.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49715169.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49549457.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49106607.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49441213.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,51198666.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49984365.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49463226.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48271425.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48311413.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48254565.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,53368962.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,57181754.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48791745.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48501558.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48683979.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49434421.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48068615.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48362557.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48230710.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48915948.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49248352.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48347529.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48279272.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,55047414.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,56318301.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48480470.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49052494.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48331048.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48345665.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48370573.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48301475.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48230379.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48213619.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48112038.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48313474.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48928211.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,61675714.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,52598234.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48381796.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49340406.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49387364.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48580688.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48682790.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48433301.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48227303.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48479297.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48727713.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48417373.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48161522.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,47884640.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48528340.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48272589.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,47973678.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48112529.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48065029.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48058447.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49389047.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49622044.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48449472.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48277106.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,49674313.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48111549.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48460132.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48033980.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,16,,,48090679.0,ns,4
