group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,geo_rasterize,512,,,64471190.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64222723.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63704651.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64462254.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,66243500.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63689633.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63745598.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63722556.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63776926.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64687887.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63812014.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64026816.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63756349.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63789410.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63738475.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,65060988.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,65049227.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64100816.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63776748.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64538889.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64062364.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63768551.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64882673.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,65110282.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,65331034.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,67934956.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63659116.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63781947.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63721763.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64150199.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64667531.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63770116.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63756729.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63769244.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63719239.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64713506.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63797817.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64013711.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63884458.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64115914.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63909977.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64566559.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63770715.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63803127.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63739006.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63758724.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63759876.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63736582.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64322222.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63788159.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63786054.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63775454.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63759144.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63607689.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63704211.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63642835.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63938432.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64658091.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63887966.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63853401.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64332311.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63784612.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63781658.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63726122.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63665479.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63768223.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63864963.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64096618.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63620774.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63817063.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63709962.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63703840.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63960423.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64346799.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63594385.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63774784.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64137957.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63688673.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63919836.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63699221.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63684644.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63717397.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63850537.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63700574.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63863369.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63652886.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63906831.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63709182.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64010065.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64392995.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63785043.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63739748.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63780314.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63941145.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,64079427.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63954270.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63829678.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63839475.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63784391.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,512,,,63800292.0,ns,4
