group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,montone_rasterize,32,,,51547525.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,51143145.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50879240.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,51184274.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50973747.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50824666.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50747614.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50818338.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50840425.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50739008.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50729281.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50692260.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,52931493.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,55169735.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50795043.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50893908.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50957657.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50747284.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50792629.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,51156331.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50754957.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50810010.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50906731.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50823895.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50746281.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50844527.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50815992.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50927822.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,51093242.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50964801.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50752625.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50753486.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,52910435.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,55396370.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50902134.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50846501.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50963429.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,50738265.0,ns,25
Zig-zag polygon rasterize,montone_rasterize,32,,,51326990.0,ns,25
