group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,geo_rasterize,8,,,58668463.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58770325.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58825530.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,61216531.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58535063.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58445112.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58993584.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,61408743.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,60613276.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,62783462.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,67329491.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,59040895.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58795193.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58673513.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58674265.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58842281.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58658776.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,59101227.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58827211.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58608010.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58800223.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58619902.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58341482.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58525586.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58543248.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58645480.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58729530.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,64571753.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58501139.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58352049.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,61450318.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58815080.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58499565.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58506271.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58663705.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58672213.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58586189.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58747874.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58301535.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58253785.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58295574.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58294384.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,59922068.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58462397.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,59635200.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,63494780.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,59129559.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,60099984.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58554209.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58179566.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58455483.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58815359.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58478698.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58297967.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,59096180.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58725490.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58414947.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58474350.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58493987.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58165832.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58455453.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58787628.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,59733865.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58627917.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58393679.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58160030.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58147425.0,ns,5
Zig-zag polygon rasterize,geo_rasterize,8,,,58152684.0,ns,5
