group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135727974.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135259454.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135208257.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,137910443.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135075048.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134434064.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134822212.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135200904.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135392905.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134907092.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135442417.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135499054.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,137412267.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,139105407.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,139216266.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,136063474.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,139425178.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,139665390.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,143785548.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,138859687.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,138691681.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,157758483.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135498012.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,136278798.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134852680.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,138857342.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134738866.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134786466.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134465612.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134393477.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134373490.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134502702.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135462646.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135403775.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134856787.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134713308.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134779062.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,138672736.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134688572.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,136699529.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,137917767.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134646442.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134695214.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,135021738.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,137027656.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,140653736.0,ns,1
Zig-zag polygon rasterize,montone_rasterize_areas,8,,,134852791.0,ns,1
