group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,geo_rasterize,128,,,59939187.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59589831.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59923529.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60570453.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,61085299.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59675962.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59464816.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59123305.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59416165.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59203034.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59854117.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59189659.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59028145.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59893721.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60238499.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,61436829.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60631928.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60843956.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60410923.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,61034095.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60550345.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,61743898.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59593246.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59829239.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59985344.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59436884.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59120370.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59665242.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59704356.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59479864.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59362484.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60448422.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59252376.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59455248.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59274528.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,63442347.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,61530185.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,66771832.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,63982040.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,70248561.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,63749003.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,61914838.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,63172299.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60432232.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,63124590.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59900145.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59213512.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59822488.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59125841.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59735645.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59994702.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59212422.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60107484.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59553282.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60091403.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60195569.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60012274.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60416804.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59768474.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59765931.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59092406.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,60123313.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59450200.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59704447.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59584091.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59910423.0,ns,4
Zig-zag polygon rasterize,geo_rasterize,128,,,59372593.0,ns,4
