group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,montone_rasterize,64,,,53466888.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53097625.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53347875.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53181233.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53279528.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53928176.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,63352727.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53849927.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53867041.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53972698.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54069892.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54082715.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53904703.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,55625672.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53835692.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53878662.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54825040.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53822226.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,55000099.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53953092.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54321905.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54890934.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,57590513.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,56908112.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,57834603.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,58350822.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,56597380.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,56806832.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54806555.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54677552.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54462086.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54592393.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54868251.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,55771698.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,55078697.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,58649765.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,56231290.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,55566864.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53622420.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52556590.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52940721.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53305375.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53360438.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52647880.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52202735.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52144173.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52041890.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52241877.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54287961.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52949296.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,54630636.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52617823.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52702883.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52574460.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52573882.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53641037.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52320506.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52354471.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53264017.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52589782.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52473582.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52360542.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,53305777.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52456200.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52295016.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52395065.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52754351.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,52304926.0,ns,4
Zig-zag polygon rasterize,montone_rasterize,64,,,60088035.0,ns,4
