group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,montone_rasterize,256,,,50065764.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,49618332.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,49696450.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,50004497.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,49849207.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,49675911.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,49643209.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,49781268.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,49924577.0,ns,23
Zig-zag polygon rasterize,montone_rasterize,256,,,49780806.0,ns,23
