group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Zig-zag polygon rasterize,montone_rasterize,512,,,50713562.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50776169.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,52792755.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,54719642.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50901313.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50974671.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50926310.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50672146.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50750781.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50654159.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50676830.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50655643.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50846753.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50900082.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50634874.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50707930.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50898119.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50915741.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50811445.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50691070.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50681010.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50640815.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,52604310.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,54566125.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50733018.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50699376.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50770369.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50711708.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50669210.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50669588.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50731674.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50701448.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50599889.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50876517.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50615649.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50619996.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50699818.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50723860.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50650233.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50753665.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,51021139.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50724915.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,51543060.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,55687409.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50886828.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,51072779.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50860877.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50674437.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50626789.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50657148.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50708762.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50676683.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50600641.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50959784.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50898638.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50653300.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50694215.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,51028954.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50897153.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50591281.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50731566.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50680667.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,51825037.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,54948182.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,50708163.0,ns,22
Zig-zag polygon rasterize,montone_rasterize,512,,,51783519.0,ns,22
